Players,Custom,fideID
"Burmakin, Vladimir",https://players.chessbase.com/en/player/Burmakin_%20Vladimir,4105109
"Nguyen, Phuoc Tam",https://players.chessbase.com/en/player/Nguyen_%20Phuoc%20Tam,12402109
"Ram, S Krishnan",https://players.chessbase.com/en/player/Ram_%20S%20Krishnan,5010519
"Sangma, Rahul",https://players.chessbase.com/en/player/Sangma_%20Rahul,5013615
"Karthik, Venkataraman",https://players.chessbase.com/en/player/Karthik_%20Venkataraman,25006479
"Mozharov, Mikhail",https://players.chessbase.com/en/player/Mozharov_%20Mikhail,4189825
"Rathanvel, VS.",https://players.chessbase.com/en/player/Rathanvel_%20VS.,25002112
"Krivtsov, Alexander",https://players.chessbase.com/en/player/Krivtsov_%20Alexander,34172006
"Ergeshov, Timur",https://players.chessbase.com/en/player/Ergeshov_%20Timur,24196770
"Ersahin, Bulent",https://players.chessbase.com/en/player/Ersahin_%20Bulent,6302670
"Sevgi, Volkan",https://players.chessbase.com/en/player/Sevgi_%20Volkan,6325335
"Georgiev, Kiril",https://players.chessbase.com/en/player/Georgiev_%20Kiril,2900017
"Harvey, Marcus Ross",https://players.chessbase.com/en/player/Harvey_%20Marcus%20Ross,400092
"Asadli, Vugar Afgan Oglu",https://players.chessbase.com/en/player/Asadli_%20Vugar%20Afgan%20Oglu,13405764
"Tan, Justin Hy",https://players.chessbase.com/en/player/Tan_%20Justin%20Hy,3206882
"Savic, Miodrag R",https://players.chessbase.com/en/player/Savic_%20Miodrag%20R,920479
"Tugstumur, Yesuntumur",https://players.chessbase.com/en/player/Tugstumur_%20Yesuntumur,4902521
"Kukelko, Alexey",https://players.chessbase.com/en/player/Kukelko_%20Alexey,14153084
"Mertanen, Janne",https://players.chessbase.com/en/player/Mertanen_%20Janne,501875
"Zakhartsov, Viacheslav V",https://players.chessbase.com/en/player/Zakhartsov_%20Viacheslav%20V,4115333
"Kozusek, Daniel",https://players.chessbase.com/en/player/Kozusek_%20Daniel,349500
"Gurbanov, Andrei",https://players.chessbase.com/en/player/Gurbanov_%20Andrei,13503391
"Krapivin, Vladislav",https://players.chessbase.com/en/player/Krapivin_%20Vladislav,4126149
"Slovak, Kilian",https://players.chessbase.com/en/player/Slovak_%20Kilian,365440
"Thompson, Ian D",https://players.chessbase.com/en/player/Thompson_%20Ian%20D,405205
"Akopian, Vladimir Eduardovic",https://players.chessbase.com/en/player/Akopian_%20Vladimir%20Eduardovic,13300032
"Parligras, Mircea Emilian",https://players.chessbase.com/en/player/Parligras_%20Mircea%20Emilian,1204297
"Karthikeyan, Murali",https://players.chessbase.com/en/player/Karthikeyan_%20Murali,5074452
"Padmini, Rout",https://players.chessbase.com/en/player/Padmini_%20Rout,5029295
"Lupulescu, Constantin",https://players.chessbase.com/en/player/Lupulescu_%20Constantin,1207822
"Fuochi, Tommaso",https://players.chessbase.com/en/player/Fuochi_%20Tommaso,861944
"Chernyak, Viktoria",https://players.chessbase.com/en/player/Chernyak_%20Viktoria,24165956
"Laustsen, Lars",https://players.chessbase.com/en/player/Laustsen_%20Lars,1407554
"Peralta, Fernando",https://players.chessbase.com/en/player/Peralta_%20Fernando,105309
"Bofill Mas, Alejandro",https://players.chessbase.com/en/player/Bofill%20Mas_%20Alejandro,2200252
"Svetushkin, Dmitry",https://players.chessbase.com/en/player/Svetushkin_%20Dmitry,13900463
"Shyam, Nikil P",https://players.chessbase.com/en/player/Shyam_%20Nikil%20P,5024218
"Bevilacqua, Andrea",https://players.chessbase.com/en/player/Bevilacqua_%20Andrea,819530
"Massironi, Marco",https://players.chessbase.com/en/player/Massironi_%20Marco,814369
"Rombaldoni, Denis",https://players.chessbase.com/en/player/Rombaldoni_%20Denis,813575
"Bove, Alessandro",https://players.chessbase.com/en/player/Bove_%20Alessandro,814121
"Ronka, Erik",https://players.chessbase.com/en/player/Ronka_%20Erik,505080
"Verstraeten, Reinaert",https://players.chessbase.com/en/player/Verstraeten_%20Reinaert,223654
"Rydstrom, Tom",https://players.chessbase.com/en/player/Rydstrom_%20Tom,1714830
"David, Alberto",https://players.chessbase.com/en/player/David_%20Alberto,4000013
"Anand, Nadar",https://players.chessbase.com/en/player/Anand_%20Nadar,25009141
"Anagnostopoulos, Konstantinos",https://players.chessbase.com/en/player/Anagnostopoulos_%20Konstantinos,4251067
"Mitsis, Georgios",https://players.chessbase.com/en/player/Mitsis_%20Georgios,4295676
"Nitish, Belurkar",https://players.chessbase.com/en/player/Nitish_%20Belurkar,5084768
"Gungl, Theo",https://players.chessbase.com/en/player/Gungl_%20Theo,24695653
"Karpatchev, Aleksandr",https://players.chessbase.com/en/player/Karpatchev_%20Aleksandr,4117182
"Ramnathan, Balasubramaniam",https://players.chessbase.com/en/player/Ramnathan_%20Balasubramaniam,5001277
"Thanki, Hemal Karsanji",https://players.chessbase.com/en/player/Thanki_%20Hemal%20Karsanji,5024927
"Kunal, M.",https://players.chessbase.com/en/player/Kunal_%20M.,5018250
"Malakhatko, Vadim",https://players.chessbase.com/en/player/Malakhatko_%20Vadim,14104202
"Ziatdinov, Raset",https://players.chessbase.com/en/player/Ziatdinov_%20Raset,2015323
"Soham, Datar",https://players.chessbase.com/en/player/Soham_%20Datar,5097169
"Srija, Seshadri",https://players.chessbase.com/en/player/Srija_%20Seshadri,5055903
"Srijit, Paul",https://players.chessbase.com/en/player/Srijit_%20Paul,5094798
"Chennaoui, Yasin",https://players.chessbase.com/en/player/Chennaoui_%20Yasin,1330667
"Unuk, Laura",https://players.chessbase.com/en/player/Unuk_%20Laura,14609215
"Bianco, Valerio",https://players.chessbase.com/en/player/Bianco_%20Valerio,800600
"Kovac, Petar",https://players.chessbase.com/en/player/Kovac_%20Petar,14562170
"Yoon, Jacob D",https://players.chessbase.com/en/player/Yoon_%20Jacob%20D,446076
"Silich, Yahor",https://players.chessbase.com/en/player/Silich_%20Yahor,13513656
"Kostolansky, Sebastian Lukas",https://players.chessbase.com/en/player/Kostolansky_%20Sebastian%20Lukas,14950596
"Chasin, Nico Werner",https://players.chessbase.com/en/player/Chasin_%20Nico%20Werner,30908477
"Ghazarian, Kirk Vagho",https://players.chessbase.com/en/player/Ghazarian_%20Kirk%20Vagho,30908604
"Han, Yichen",https://players.chessbase.com/en/player/Han_%20Yichen,1054430
"Razafindratsima, Timothe",https://players.chessbase.com/en/player/Razafindratsima_%20Timothe,36069884
"Djordjevic, Vuk D",https://players.chessbase.com/en/player/Djordjevic_%20Vuk%20D,902098
"Mendonca, Leon Luke",https://players.chessbase.com/en/player/Mendonca_%20Leon%20Luke,35028561
"Krishnater, Kushager",https://players.chessbase.com/en/player/Krishnater_%20Kushager,25041142
"Pikula, Dejan",https://players.chessbase.com/en/player/Pikula_%20Dejan,906379
"Aithmidou, Mohamed Mehdi",https://players.chessbase.com/en/player/Aithmidou_%20Mohamed%20Mehdi,9000720
"Der Manuelian, Haik O",https://players.chessbase.com/en/player/Der%20Manuelian_%20Haik%20O,2084015
"Vocaturo, Daniele",https://players.chessbase.com/en/player/Vocaturo_%20Daniele,813192
"Dhulipalla, Bala Chandra Prasad",https://players.chessbase.com/en/player/Dhulipalla_%20Bala%20Chandra%20Prasad,25005812
"Edouard, Romain",https://players.chessbase.com/en/player/Edouard_%20Romain,633429
"Demianjuk, Alexander",https://players.chessbase.com/en/player/Demianjuk_%20Alexander,4134249
"Sarkar, Justin",https://players.chessbase.com/en/player/Sarkar_%20Justin,2010011
"Divya, Deshmukh",https://players.chessbase.com/en/player/Divya_%20Deshmukh,35006916
"Kathmale, Sameer",https://players.chessbase.com/en/player/Kathmale_%20Sameer,5024498
"Senthil, Maran K",https://players.chessbase.com/en/player/Senthil_%20Maran%20K,25035681
"Mohota, Nisha",https://players.chessbase.com/en/player/Mohota_%20Nisha,5004330
"Sammed Jaykumar, Shete",https://players.chessbase.com/en/player/Sammed%20Jaykumar_%20Shete,5073421
"Aleksandrov, Aleksej",https://players.chessbase.com/en/player/Aleksandrov_%20Aleksej,13500139
"Gajek, Radoslaw",https://players.chessbase.com/en/player/Gajek_%20Radoslaw,1125893
"Marzouq, Chowdhury",https://players.chessbase.com/en/player/Marzouq_%20Chowdhury,10225552
"Shreyas, Ghadi",https://players.chessbase.com/en/player/Shreyas_%20Ghadi,35062409
"Shah, Jeet",https://players.chessbase.com/en/player/Shah_%20Jeet,45012954
"Jain, Kashish Manoj",https://players.chessbase.com/en/player/Jain_%20Kashish%20Manoj,35081098
"Sadbhav, Rautela",https://players.chessbase.com/en/player/Sadbhav_%20Rautela,45073619
"Bharadia, Yash",https://players.chessbase.com/en/player/Bharadia_%20Yash,45087822
"Bommini, Mounika Akshaya",https://players.chessbase.com/en/player/Bommini_%20Mounika%20Akshaya,25019872
"Nikhil, Magizhnan",https://players.chessbase.com/en/player/Nikhil_%20Magizhnan,35075497
"Predke, Alexandr",https://players.chessbase.com/en/player/Predke_%20Alexandr,24107581
"Sahoo, Utkal Ranjan",https://players.chessbase.com/en/player/Sahoo_%20Utkal%20Ranjan,5034566
"Ghosh, Diptayan",https://players.chessbase.com/en/player/Ghosh_%20Diptayan,5045207
"Sunilduth Lyna, Narayanan",https://players.chessbase.com/en/player/Sunilduth%20Lyna_%20Narayanan,5058422
"Sharma, Dinesh Kumar",https://players.chessbase.com/en/player/Sharma_%20Dinesh%20Kumar,5004110
"Crespo, Eugenio",https://players.chessbase.com/en/player/Crespo_%20Eugenio,120260
"De Haan, Eric",https://players.chessbase.com/en/player/De%20Haan_%20Eric,1005006
"Solozhenkina, Elizaveta",https://players.chessbase.com/en/player/Solozhenkina_%20Elizaveta,34106615
"Iturrizaga Bonelli, Eduardo",https://players.chessbase.com/en/player/Iturrizaga%20Bonelli_%20Eduardo,3901211
"Grachev, Boris V",https://players.chessbase.com/en/player/Grachev_%20Boris%20V,4129199
"Zhu, Jiner",https://players.chessbase.com/en/player/Zhu_%20Jiner,8608059
"Suleymenov, Alisher",https://players.chessbase.com/en/player/Suleymenov_%20Alisher,13707833
"Dai, Changren",https://players.chessbase.com/en/player/Dai_%20Changren,8608156
"Flom, Gabriel",https://players.chessbase.com/en/player/Flom_%20Gabriel,621650
"Bao, Khoa",https://players.chessbase.com/en/player/Bao_%20Khoa,12401501
"Pham, Le Thao Nguyen",https://players.chessbase.com/en/player/Pham_%20Le%20Thao%20Nguyen,12401226
"Zou, Chen",https://players.chessbase.com/en/player/Zou_%20Chen,8610959
"Setyaki, Azarya Jodi",https://players.chessbase.com/en/player/Setyaki_%20Azarya%20Jodi,7101589
"Demchenko, Anton",https://players.chessbase.com/en/player/Demchenko_%20Anton,4160258
"Megaranto, Susanto",https://players.chessbase.com/en/player/Megaranto_%20Susanto,7101384
"Paramzina, Anastasya",https://players.chessbase.com/en/player/Paramzina_%20Anastasya,4165012
"Kryvoruchko, Yuriy",https://players.chessbase.com/en/player/Kryvoruchko_%20Yuriy,14109182
"Gandhi, Anish",https://players.chessbase.com/en/player/Gandhi_%20Anish,5061032
"Raghunandan, Kaumandur Srihari",https://players.chessbase.com/en/player/Raghunandan_%20Kaumandur%20Srihari,25004964
"Jeet, Jain",https://players.chessbase.com/en/player/Jeet_%20Jain,5073022
"Giacomini, Hector",https://players.chessbase.com/en/player/Giacomini_%20Hector,605352
"Ortega Ruiz, Jose Miguel",https://players.chessbase.com/en/player/Ortega%20Ruiz_%20Jose%20Miguel,2209713
"Movsesian, Sergei",https://players.chessbase.com/en/player/Movsesian_%20Sergei,310204
"Jacobsen, Mikkel Manosri",https://players.chessbase.com/en/player/Jacobsen_%20Mikkel%20Manosri,1444514
"Schwerteck, Michael",https://players.chessbase.com/en/player/Schwerteck_%20Michael,4687078
"Esbensen, Arnt",https://players.chessbase.com/en/player/Esbensen_%20Arnt,1503251
"Kjartansson, Gudmundur",https://players.chessbase.com/en/player/Kjartansson_%20Gudmundur,2301318
"Thorhallsson, Simon",https://players.chessbase.com/en/player/Thorhallsson_%20Simon,2310090
"Dantas, Carlos",https://players.chessbase.com/en/player/Dantas_%20Carlos,1900757
"Petermann, Michail",https://players.chessbase.com/en/player/Petermann_%20Michail,24643530
"Napoli, Nicolo",https://players.chessbase.com/en/player/Napoli_%20Nicolo,813702
"Linster, Philippe",https://players.chessbase.com/en/player/Linster_%20Philippe,4001206
"Chigaev, Maksim",https://players.chessbase.com/en/player/Chigaev_%20Maksim,4108116
"Ahlander, Bjorn",https://players.chessbase.com/en/player/Ahlander_%20Bjorn,1700251
"Bluebaum, Matthias",https://players.chessbase.com/en/player/Bluebaum_%20Matthias,24651516
"Bosiocic, Marin",https://players.chessbase.com/en/player/Bosiocic_%20Marin,14507927
"Stevic, Hrvoje",https://players.chessbase.com/en/player/Stevic_%20Hrvoje,14502569
"Solodovnichenko, Yuri",https://players.chessbase.com/en/player/Solodovnichenko_%20Yuri,14104369
"Cramling, Pia",https://players.chessbase.com/en/player/Cramling_%20Pia,1700030
"Tsvetkov, Andrey1",https://players.chessbase.com/en/player/Tsvetkov_%20Andrey1,34139360
"Makhija, Aashna",https://players.chessbase.com/en/player/Makhija_%20Aashna,25011944
"Konguvel, Ponnuswamy",https://players.chessbase.com/en/player/Konguvel_%20Ponnuswamy,5000548
"Deshpande, Aniruddha",https://players.chessbase.com/en/player/Deshpande_%20Aniruddha,5021774
"Gupta, Sankalp",https://players.chessbase.com/en/player/Gupta_%20Sankalp,5097010
"Sidhant, Mohapatra",https://players.chessbase.com/en/player/Sidhant_%20Mohapatra,5028698
"Gusain, Himal",https://players.chessbase.com/en/player/Gusain_%20Himal,5033861
"Koustav, Chatterjee",https://players.chessbase.com/en/player/Koustav_%20Chatterjee,25073060
"Neelash, Saha",https://players.chessbase.com/en/player/Neelash_%20Saha,5094160
"Budrewicz, Krzysztof",https://players.chessbase.com/en/player/Budrewicz_%20Krzysztof,1127950
"Bebel, Arkadiusz",https://players.chessbase.com/en/player/Bebel_%20Arkadiusz,1132679
"Miroshnichenko, Pavel",https://players.chessbase.com/en/player/Miroshnichenko_%20Pavel,4188659
"Deszczynski, Adam",https://players.chessbase.com/en/player/Deszczynski_%20Adam,1102753
"Tomaszewski, Kacper",https://players.chessbase.com/en/player/Tomaszewski_%20Kacper,1127373
"Lisowski, Krzysztof",https://players.chessbase.com/en/player/Lisowski_%20Krzysztof,1110969
"Oglaza, Oskar",https://players.chessbase.com/en/player/Oglaza_%20Oskar,1194402
"Mosesov, Danylo",https://players.chessbase.com/en/player/Mosesov_%20Danylo,14149494
"Butkiewicz, Lukasz",https://players.chessbase.com/en/player/Butkiewicz_%20Lukasz,1122428
"Alshameary Puente, Ismael",https://players.chessbase.com/en/player/Alshameary%20Puente_%20Ismael,2225166
"Prithu, Gupta",https://players.chessbase.com/en/player/Prithu_%20Gupta,46618546
"Silva, Miguel Antonio Neto",https://players.chessbase.com/en/player/Silva_%20Miguel%20Antonio%20Neto,1911929
"Spraggett, Kevin",https://players.chessbase.com/en/player/Spraggett_%20Kevin,2600013
"Pazos Porta, Antonio",https://players.chessbase.com/en/player/Pazos%20Porta_%20Antonio,2263190
"Oratovsky, Michael",https://players.chessbase.com/en/player/Oratovsky_%20Michael,2802090
"Karavade, Eesha",https://players.chessbase.com/en/player/Karavade_%20Eesha,5012600
"Vaibhav, Suri",https://players.chessbase.com/en/player/Vaibhav_%20Suri,5045185
"Wong, Jianwen",https://players.chessbase.com/en/player/Wong_%20Jianwen,5704715
"Mastrovasilis, Athanasios",https://players.chessbase.com/en/player/Mastrovasilis_%20Athanasios,4201990
"Krustkalns, Kristaps",https://players.chessbase.com/en/player/Krustkalns_%20Kristaps,11602686
"Stepins, Edgars",https://players.chessbase.com/en/player/Stepins_%20Edgars,11602422
"Seeman, Tarvo",https://players.chessbase.com/en/player/Seeman_%20Tarvo,4500547
"Keinanen, Toivo",https://players.chessbase.com/en/player/Keinanen_%20Toivo,509825
"Gretarsson, Helgi Ass",https://players.chessbase.com/en/player/Gretarsson_%20Helgi%20Ass,2300699
"Lagunow, Raphael",https://players.chessbase.com/en/player/Lagunow_%20Raphael,24652644
"Gokerkan, Cem Kaan",https://players.chessbase.com/en/player/Gokerkan_%20Cem%20Kaan,6336760
"Galchenko, Matvey",https://players.chessbase.com/en/player/Galchenko_%20Matvey,24175480
"Dastan, Batuhan Muhammed",https://players.chessbase.com/en/player/Dastan_%20Batuhan%20Muhammed,6300014
"Bai, Jinshi",https://players.chessbase.com/en/player/Bai_%20Jinshi,8602280
"Tahbaz, Arash",https://players.chessbase.com/en/player/Tahbaz_%20Arash,12528846
"Liu, Yan",https://players.chessbase.com/en/player/Liu_%20Yan,8608962
"Li, Di",https://players.chessbase.com/en/player/Li_%20Di,8607508
"Saric, Ivan",https://players.chessbase.com/en/player/Saric_%20Ivan,14508150
"Berkes, Ferenc",https://players.chessbase.com/en/player/Berkes_%20Ferenc,718572
"Houska, Jovanka",https://players.chessbase.com/en/player/Houska_%20Jovanka,405094
"Bachmann, Axel",https://players.chessbase.com/en/player/Bachmann_%20Axel,3700488
"Zvjaginsev, Vadim",https://players.chessbase.com/en/player/Zvjaginsev_%20Vadim,4113403
"Dreev, Alexey",https://players.chessbase.com/en/player/Dreev_%20Alexey,4100107
"Artemiev, Vladislav",https://players.chessbase.com/en/player/Artemiev_%20Vladislav,24101605
"Kaeding, Rainer",https://players.chessbase.com/en/player/Kaeding_%20Rainer,4614410
"Ciolek, Andreas",https://players.chessbase.com/en/player/Ciolek_%20Andreas,12906727
"Baum, Jonasz",https://players.chessbase.com/en/player/Baum_%20Jonasz,1195360
"Buchal, Stephan",https://players.chessbase.com/en/player/Buchal_%20Stephan,4603915
"Azarov, Sergei Nikolaevich",https://players.chessbase.com/en/player/Azarov_%20Sergei%20Nikolaevich,13501470
"Cordts, Ingo",https://players.chessbase.com/en/player/Cordts_%20Ingo,4662687
"Ludvik, Tomas",https://players.chessbase.com/en/player/Ludvik_%20Tomas,367664
"Bellia, Fabrizio",https://players.chessbase.com/en/player/Bellia_%20Fabrizio,800511
"Alinasab, Mobina",https://players.chessbase.com/en/player/Alinasab_%20Mobina,12528897
"Low, Zhen Yu Cyrus",https://players.chessbase.com/en/player/Low_%20Zhen%20Yu%20Cyrus,5804175
"Vaishali, Ramesh Babu",https://players.chessbase.com/en/player/Vaishali_%20Ramesh%20Babu,5091756
"Real de Azua, Ernesto",https://players.chessbase.com/en/player/Real%20de%20Azua_%20Ernesto,108154
"Rafiee, Makan",https://players.chessbase.com/en/player/Rafiee_%20Makan,24609340
"Gordon, Stephen J",https://players.chessbase.com/en/player/Gordon_%20Stephen%20J,411477
"Kovalenko, Igor",https://players.chessbase.com/en/player/Kovalenko_%20Igor,14117908
"Chen, Qi B",https://players.chessbase.com/en/player/Chen_%20Qi%20B,8614733
"Janik, Igor",https://players.chessbase.com/en/player/Janik_%20Igor,1159259
"Svane, Rasmus",https://players.chessbase.com/en/player/Svane_%20Rasmus,4657101
"Priyanka, Nutakki",https://players.chessbase.com/en/player/Priyanka_%20Nutakki,25049615
"Gschnitzer, Adrian",https://players.chessbase.com/en/player/Gschnitzer_%20Adrian,1270337
"Lombaers, Peter",https://players.chessbase.com/en/player/Lombaers_%20Peter,1032852
"Percivaldi, Martin",https://players.chessbase.com/en/player/Percivaldi_%20Martin,1508148
"Buksa, Nataliya",https://players.chessbase.com/en/player/Buksa_%20Nataliya,14123622
"Madsen, Michael Ole",https://players.chessbase.com/en/player/Madsen_%20Michael%20Ole,1407449
"Andersen, Soren Bull",https://players.chessbase.com/en/player/Andersen_%20Soren%20Bull,1412418
"Siva, Mahadevan",https://players.chessbase.com/en/player/Siva_%20Mahadevan,25043153
"Zeng, Chongsheng",https://players.chessbase.com/en/player/Zeng_%20Chongsheng,8603847
"Sylvan, Jacob",https://players.chessbase.com/en/player/Sylvan_%20Jacob,1402137
"Schultz Pedersen, Jesper",https://players.chessbase.com/en/player/Schultz%20Pedersen_%20Jesper,1404482
"Ostergaard, Jens",https://players.chessbase.com/en/player/Ostergaard_%20Jens,1400606
"Bruaset, Eivind",https://players.chessbase.com/en/player/Bruaset_%20Eivind,1515276
"Bressy, Theo",https://players.chessbase.com/en/player/Bressy_%20Theo,26022842
"Joie, Sebastien",https://players.chessbase.com/en/player/Joie_%20Sebastien,650420
"Harshavardhan, GB.",https://players.chessbase.com/en/player/Harshavardhan_%20GB.,25059009
"Di Nicolantonio, Lucas",https://players.chessbase.com/en/player/Di%20Nicolantonio_%20Lucas,680460
"Barseghyan, Harutyun",https://players.chessbase.com/en/player/Barseghyan_%20Harutyun,13304585
"Wadifa, Ahmed",https://players.chessbase.com/en/player/Wadifa_%20Ahmed,10226869
"Laxman, Rajaram",https://players.chessbase.com/en/player/Laxman_%20Rajaram,5005361
"Rahman, Ziaur",https://players.chessbase.com/en/player/Rahman_%20Ziaur,10200037
"Mohammad, Minhaz Uddin",https://players.chessbase.com/en/player/Mohammad_%20Minhaz%20Uddin,10201955
"Villamayor, Buenaventura",https://players.chessbase.com/en/player/Villamayor_%20Buenaventura,5200393
"Nguyen, Ngoc Truong Son",https://players.chessbase.com/en/player/Nguyen_%20Ngoc%20Truong%20Son,12401110
"Mehdi, Hasan Parag",https://players.chessbase.com/en/player/Mehdi_%20Hasan%20Parag,10201203
"Ehsani, Yassamin L",https://players.chessbase.com/en/player/Ehsani_%20Yassamin%20L,30910765
"Guseinov, Gadir",https://players.chessbase.com/en/player/Guseinov_%20Gadir,13401378
"Kogen, Jonathan S",https://players.chessbase.com/en/player/Kogen_%20Jonathan%20S,2047330
"Rohde, Michael A",https://players.chessbase.com/en/player/Rohde_%20Michael%20A,2000172
"Solano Cuya, Bryan",https://players.chessbase.com/en/player/Solano%20Cuya_%20Bryan,6504299
"Velazquez Martinez, Josue Cuauht",https://players.chessbase.com/en/player/Velazquez%20Martinez_%20Josue%20Cuauht,5101107
"Chowdhury, Sohel",https://players.chessbase.com/en/player/Chowdhury_%20Sohel,10201114
"Sabya, Sachi",https://players.chessbase.com/en/player/Sabya_%20Sachi,10204032
"Hasan Md, Emam",https://players.chessbase.com/en/player/Hasan%20Md_%20Emam,10201556
"Hamid, Rani",https://players.chessbase.com/en/player/Hamid_%20Rani,10200096
"Shahnaz, Mohammad Faruque",https://players.chessbase.com/en/player/Shahnaz_%20Mohammad%20Faruque,10203206
"Alam, Md Monjur",https://players.chessbase.com/en/player/Alam_%20Md%20Monjur,10200606
"Teclaf, Pawel",https://players.chessbase.com/en/player/Teclaf_%20Pawel,1185934
"Al Hosani, Omran",https://players.chessbase.com/en/player/Al%20Hosani_%20Omran,9308733
"Stelmaszyk, Nico",https://players.chessbase.com/en/player/Stelmaszyk_%20Nico,16200462
"Tahay, Alexis",https://players.chessbase.com/en/player/Tahay_%20Alexis,26090961
"Arjun, Kalyan",https://players.chessbase.com/en/player/Arjun_%20Kalyan,35018701
"Valsecchi, Alessio",https://players.chessbase.com/en/player/Valsecchi_%20Alessio,818860
"Bekasovs, Rihards",https://players.chessbase.com/en/player/Bekasovs_%20Rihards,11606029
"Klabis, Rokas",https://players.chessbase.com/en/player/Klabis_%20Rokas,12805246
"Vardanyan, Aras",https://players.chessbase.com/en/player/Vardanyan_%20Aras,12808792
"Smirin, Ilia",https://players.chessbase.com/en/player/Smirin_%20Ilia,2801990
"Stukan, Martin",https://players.chessbase.com/en/player/Stukan_%20Martin,34171980
"Kantor, Gergely",https://players.chessbase.com/en/player/Kantor_%20Gergely,751499
"Jacquot, Adrien",https://players.chessbase.com/en/player/Jacquot_%20Adrien,695033
"Tadevosyan, Aspet",https://players.chessbase.com/en/player/Tadevosyan_%20Aspet,24526134
"Sorensen, Hampus",https://players.chessbase.com/en/player/Sorensen_%20Hampus,8703884
"Zwardon, Vojtech",https://players.chessbase.com/en/player/Zwardon_%20Vojtech,325511
"Martinez Ramirez, Lennis",https://players.chessbase.com/en/player/Martinez%20Ramirez_%20Lennis,3509079
"Lortkipanidze, Nodar",https://players.chessbase.com/en/player/Lortkipanidze_%20Nodar,13604058
"Sanroman Costas, Mauro",https://players.chessbase.com/en/player/Sanroman%20Costas_%20Mauro,24595349
"Gimenez Menchon, Cesar",https://players.chessbase.com/en/player/Gimenez%20Menchon_%20Cesar,2292947
"Vassallo Barroche, Mauricio",https://players.chessbase.com/en/player/Vassallo%20Barroche_%20Mauricio,101648
"Maenhout, Thibaut",https://players.chessbase.com/en/player/Maenhout_%20Thibaut,205044
"Mirzoev, Emil",https://players.chessbase.com/en/player/Mirzoev_%20Emil,14108640
"Goumas, Georgios",https://players.chessbase.com/en/player/Goumas_%20Georgios,4208935
"Belo, Andre Nabais Moura",https://players.chessbase.com/en/player/Belo_%20Andre%20Nabais%20Moura,1922190
"Fernandez Otero, Jose",https://players.chessbase.com/en/player/Fernandez%20Otero_%20Jose,2208539
"Sixto Puente, Eloy",https://players.chessbase.com/en/player/Sixto%20Puente_%20Eloy,22259694
"Espineira Gonzalez, Diego Adrian",https://players.chessbase.com/en/player/Espineira%20Gonzalez_%20Diego%20Adrian,2229498
"Narciso Dublan, Marc",https://players.chessbase.com/en/player/Narciso%20Dublan_%20Marc,2201500
"Del Prado Rodriguez, Xulio",https://players.chessbase.com/en/player/Del%20Prado%20Rodriguez_%20Xulio,24544418
"Larino Nieto, David",https://players.chessbase.com/en/player/Larino%20Nieto_%20David,2256444
"Arauz Alonso, Fernando",https://players.chessbase.com/en/player/Arauz%20Alonso_%20Fernando,2298414
"Unneland, Mathias",https://players.chessbase.com/en/player/Unneland_%20Mathias,1525581
"Carlsson, Ludvig",https://players.chessbase.com/en/player/Carlsson_%20Ludvig,1727010
"Kollars, Dmitrij",https://players.chessbase.com/en/player/Kollars_%20Dmitrij,12909572
"Kunin, Vitaly L",https://players.chessbase.com/en/player/Kunin_%20Vitaly%20L,4128737
"Iniyan, Panneerseluam",https://players.chessbase.com/en/player/Iniyan_%20Panneerseluam,25002767
"Paasikangas Tella, Johanna",https://players.chessbase.com/en/player/Paasikangas%20Tella_%20Johanna,500879
"Christiansen, Johan Sebastian",https://players.chessbase.com/en/player/Christiansen_%20Johan%20Sebastian,1512668
"Nevednichy, Vladislav",https://players.chessbase.com/en/player/Nevednichy_%20Vladislav,1205730
"Mitev, Valentin",https://players.chessbase.com/en/player/Mitev_%20Valentin,2921707
"Alexakis, Dimitris",https://players.chessbase.com/en/player/Alexakis_%20Dimitris,4277023
"Giannoulakis, Labros",https://players.chessbase.com/en/player/Giannoulakis_%20Labros,4247019
"Hakemi, Arman",https://players.chessbase.com/en/player/Hakemi_%20Arman,22520805
"Goganov, Aleksey",https://players.chessbase.com/en/player/Goganov_%20Aleksey,24109959
"Mitrabha, Guha",https://players.chessbase.com/en/player/Mitrabha_%20Guha,5057000
"Petriashvili, Nikoloz",https://players.chessbase.com/en/player/Petriashvili_%20Nikoloz,13611216
"Gholami, Aryan",https://players.chessbase.com/en/player/Gholami_%20Aryan,12513342
"Esipenko, Andrey",https://players.chessbase.com/en/player/Esipenko_%20Andrey,24175439
"Sychev, Klementy",https://players.chessbase.com/en/player/Sychev_%20Klementy,4114060
"Nigmatov, Ortik",https://players.chessbase.com/en/player/Nigmatov_%20Ortik,14202131
"Kiik, Kalle",https://players.chessbase.com/en/player/Kiik_%20Kalle,4500075
"Georgiadis, Nico",https://players.chessbase.com/en/player/Georgiadis_%20Nico,1300113
"Sargissian, Gabriel",https://players.chessbase.com/en/player/Sargissian_%20Gabriel,13300881
"Le, Quang Liem",https://players.chessbase.com/en/player/Le_%20Quang%20Liem,12401137
"Garrido Outon, Alex",https://players.chessbase.com/en/player/Garrido%20Outon_%20Alex,24516279
"Forgas Moreno, Yaniela",https://players.chessbase.com/en/player/Forgas%20Moreno_%20Yaniela,3508072
"Panelo, Marcelo",https://players.chessbase.com/en/player/Panelo_%20Marcelo,104213
